,location,total_sqft,bath,balcony,price,bhk
2760,Haralur Road,1243.0,2.0,1.0,46.0,2
2761,Haralur Road,1710.0,3.0,2.0,85.0,3
2762,Haralur Road,1730.0,3.0,1.0,95.0,3
2763,Haralur Road,1243.0,2.0,2.0,46.0,2
2764,Haralur Road,1243.0,2.0,2.0,46.0,2
2765,Haralur Road,1243.0,2.0,2.0,46.0,2
2766,Haralur Road,1817.0,3.0,2.0,110.0,3
2767,Haralur Road,1225.0,2.0,1.0,77.0,2
2768,Haralur Road,1285.0,2.0,1.0,78.0,2
2769,Haralur Road,1225.0,2.0,1.0,67.48,2
2770,Haralur Road,1225.0,2.0,1.0,69.84,2
2771,Haralur Road,1200.0,2.0,2.0,46.0,2
2772,Haralur Road,1315.0,2.0,1.0,85.0,2
2773,Haralur Road,1976.0,3.0,2.0,92.0,3
2774,Haralur Road,1300.0,2.0,2.0,75.0,2
2775,Haralur Road,1309.0,2.0,1.0,82.0,2
2776,Haralur Road,1027.0,1.0,2.0,44.0,2
2777,Haralur Road,1243.0,2.0,2.0,46.0,2
2778,Haralur Road,1243.0,2.0,2.0,46.0,2
2779,Haralur Road,1140.0,2.0,2.0,43.0,2
2780,Haralur Road,1300.0,2.0,1.0,75.0,2
2781,Haralur Road,1243.0,2.0,2.0,46.0,2
2782,Haralur Road,1890.0,3.0,2.0,84.0,3
2783,Haralur Road,1230.0,2.0,1.0,67.65,2
2784,Haralur Road,1194.0,2.0,2.0,46.0,2
2785,Haralur Road,1092.0,2.0,2.0,44.0,2
2786,Haralur Road,1464.0,3.0,2.0,56.0,3
2787,Haralur Road,1255.0,3.0,1.0,90.0,3
2788,Haralur Road,1735.0,3.0,2.0,97.0,3
2789,Haralur Road,1810.0,3.0,2.0,97.83,3
2790,Haralur Road,1200.0,2.0,2.0,46.0,2
2791,Haralur Road,1243.0,2.0,2.0,46.0,2
2792,Haralur Road,1810.0,3.0,2.0,112.0,3
2793,Harlur,1508.0,2.0,1.0,77.0,2
2794,Harlur,1752.12,3.0,2.0,135.0,3
2795,Harlur,2450.0,3.0,0.0,120.0,3
2796,Harlur,1460.0,3.0,1.0,73.0,3
2797,Harlur,1709.0,3.0,2.0,150.0,3
2798,Harlur,1174.0,2.0,1.0,69.0,2
2799,Harlur,1033.0,2.0,2.0,49.0,2
2800,Harlur,1197.0,2.0,1.0,84.0,2
2801,Harlur,1757.0,3.0,2.0,132.0,3
2802,Harlur,1174.0,2.0,1.0,76.0,2
2803,Harlur,1754.0,3.0,2.0,125.0,3
2804,Harlur,1290.0,2.0,1.0,85.0,2
2805,Harlur,1752.12,3.0,2.0,116.0,3
2806,Harlur,1754.0,3.0,2.0,135.0,3
2807,Harlur,1754.0,3.0,2.0,124.0,3
2808,Harlur,1152.0,2.0,2.0,69.0,2
2809,Harlur,1290.0,2.0,1.0,87.0,2
2810,Harlur,1749.0,3.0,2.0,115.0,3
2811,Harlur,3385.0,4.0,2.0,260.0,4
2812,Harlur,2240.0,5.0,2.0,155.0,3
2813,Harlur,1758.0,3.0,2.0,133.0,3
2814,Harlur,1884.0,4.0,2.0,120.0,4
2815,Harlur,1197.0,2.0,1.0,79.0,2
2816,Harlur,1174.0,2.0,1.0,78.0,2
2817,Harlur,1730.0,3.0,2.0,100.0,3
2818,Harlur,2138.0,3.0,2.0,110.0,3
2819,Harlur,1200.0,2.0,2.0,52.0,2
2820,Harlur,1197.0,2.0,1.0,79.0,2
2821,Harlur,1749.0,3.0,2.0,112.0,3
2822,Harlur,1174.0,2.0,1.0,75.0,2
2823,Harlur,1750.0,3.0,2.0,136.0,3
2824,Harlur,1620.0,3.0,1.0,110.0,3
2825,Harlur,1414.0,3.0,2.0,77.5,3
2826,Harlur,1630.0,3.0,1.0,95.1,3
2827,Harlur,1762.0,3.0,2.0,133.0,3
2828,Harlur,1756.0,3.0,2.0,131.0,3
2829,Harlur,1755.0,3.0,2.0,130.0,3
2830,Harlur,1864.0,3.0,1.0,140.0,3
2831,Harlur,1331.0,2.0,1.0,88.0,2
2832,Harlur,1752.12,3.0,2.0,133.0,3
2833,Harlur,1133.0,2.0,1.0,55.0,2
2834,Harlur,1756.0,3.0,2.0,128.0,3
2835,Harlur,1749.0,3.0,2.0,120.0,3
2836,Harlur,1197.0,2.0,1.0,82.0,2
2837,Harlur,1303.0,2.0,1.0,90.0,2
2838,Harlur,1754.0,3.0,2.0,132.0,3
2839,Harlur,1174.0,2.0,1.0,75.0,2
2840,Harlur,1756.0,3.0,2.0,134.0,3
2841,Harlur,1197.0,2.0,1.0,78.0,2
2842,Harlur,1290.0,2.0,1.0,89.9,2
2843,Harlur,1386.0,2.0,2.0,85.0,2
2844,Harlur,1174.0,2.0,1.0,74.0,2
2845,Harlur,1174.0,2.0,1.0,78.0,2
2846,Harlur,1710.0,3.0,3.0,85.0,3
2847,Harlur,1755.0,3.0,2.0,115.0,3
2848,Harlur,2820.0,4.0,0.0,153.5,4
2849,Harlur,2569.0,4.0,1.0,175.0,4
2850,Harlur,1710.0,3.0,2.0,85.0,3
2851,Harlur,1197.0,2.0,1.0,77.0,2
2852,Harlur,1752.12,3.0,2.0,125.0,3
2853,Harlur,2569.0,5.0,3.0,180.0,4
2854,Harlur,1225.0,2.0,2.0,56.0,2
2855,Harlur,1197.0,2.0,1.0,76.0,2
2856,Harlur,2137.0,3.0,2.0,110.0,3
2857,Harlur,1197.0,2.0,1.0,75.0,2
2858,Harlur,1755.0,3.0,2.0,117.0,3
2859,Harlur,1197.0,2.0,1.0,79.9,2
2860,Harlur,936.0,2.0,1.0,45.0,2
2861,Harlur,2990.0,4.0,1.0,225.0,4
2862,Harlur,1370.0,2.0,2.0,88.0,2
2863,Harlur,1335.0,2.0,0.0,72.76,2
2864,Hebbal,1760.0,2.0,2.0,123.0,3
2865,Hebbal,5611.5,4.0,0.0,477.0,4
2866,Hebbal,1900.0,3.0,2.0,119.0,3
2867,Hebbal,1349.0,2.0,1.0,98.2,2
2868,Hebbal,2483.0,5.0,2.0,212.0,4
2869,Hebbal,1760.0,2.0,2.0,130.0,3
2870,Hebbal,3450.0,5.0,2.0,260.0,3
2871,Hebbal,1920.0,3.0,2.0,134.0,3
2872,Hebbal,1337.0,2.0,1.0,82.0,2
2873,Hebbal,1349.0,2.0,1.0,98.0,2
2874,Hebbal,1255.0,2.0,1.0,77.68,3
2875,Hebbal,1355.0,3.0,1.0,83.87,3
2876,Hebbal,1790.0,3.0,2.0,127.0,3
2877,Hebbal,687.325,2.0,0.0,42.72,2
2878,Hebbal,2790.0,5.0,3.0,198.0,4
2879,Hebbal,1985.0,4.0,2.0,189.0,3
2880,Hebbal,2483.0,5.0,2.0,215.0,4
2881,Hebbal,1080.0,2.0,1.0,54.0,2
2882,Hebbal,812.0,2.0,2.0,55.0,2
2883,Hebbal,2790.0,4.0,3.0,198.0,4
2884,Hebbal,3067.0,4.0,2.0,230.0,4
2885,Hebbal,2526.0,2.0,2.0,250.0,3
2886,Hebbal,3067.0,4.0,3.0,230.0,4
2887,Hebbal,1255.0,2.0,1.0,77.68,3
2888,Hebbal,823.0,2.0,1.0,50.63,2
2889,Hebbal,1420.0,2.0,1.0,123.0,2
2890,Hebbal,1069.0,3.0,2.0,65.4,3
2891,Hebbal,1420.0,2.0,1.0,99.39,2
2892,Hebbal,4235.0,4.0,2.0,365.0,4
2893,Hebbal,1700.0,3.0,2.0,124.0,3
2894,Hebbal,3960.0,5.0,3.0,386.0,4
2895,Hebbal,1420.0,2.0,1.0,99.39,2
2896,Hebbal,1355.0,3.0,1.0,83.87,3
2897,Hebbal,1440.0,2.0,1.0,115.0,2
2898,Hebbal,1100.0,2.0,1.0,54.0,2
2899,Hebbal,1355.0,3.0,1.0,83.87,3
2900,Hebbal,2400.0,4.0,1.0,180.0,3
2901,Hebbal,1255.0,2.0,1.0,77.68,3
2902,Hebbal,1420.0,2.0,2.0,107.0,2
2903,Hebbal,1320.0,2.0,1.0,92.0,2
2904,Hebbal,919.0,2.0,1.0,49.0,2
2905,Hebbal,1645.0,3.0,2.0,135.0,3
2906,Hebbal,2080.0,3.0,3.0,175.0,3
2907,Hebbal,1355.0,3.0,2.0,83.87,3
2908,Hebbal,2483.0,5.0,2.0,230.0,4
2909,Hebbal,2600.0,3.0,2.0,195.0,3
2910,Hebbal,1645.0,3.0,2.0,117.0,3
2911,Hebbal,1251.0,2.0,1.0,88.73,2
2912,Hebbal,1645.0,3.0,2.0,121.0,3
2913,Hebbal,1760.0,3.0,2.0,123.0,3
2914,Hebbal,2790.0,4.0,3.0,198.0,4
2915,Hebbal,3960.0,5.0,3.0,386.0,4
2916,Hebbal,1645.0,3.0,2.0,120.0,3
2917,Hebbal,1255.0,2.0,1.0,90.0,3
2918,Hebbal,1645.0,3.0,2.0,117.0,3
2919,Hebbal,1255.0,3.0,2.0,77.68,3
2920,Hebbal,1586.0,3.0,2.0,90.0,3
2921,Hebbal,1636.0,3.0,1.0,119.0,3
2922,Hebbal,2661.0,2.0,2.0,226.5,3
2923,Hebbal,1255.0,2.0,1.0,95.0,3
2924,Hebbal,2790.0,4.0,3.0,198.0,4
2925,Hebbal,1269.0,2.0,1.0,73.0,3
2926,Hebbal,1255.0,2.0,1.0,95.0,3
2927,Hebbal,1088.0,2.0,2.0,61.45,2
2928,Hebbal,1349.0,2.0,1.0,97.8,2
2929,Hebbal,1255.0,3.0,2.0,77.68,3
2930,Hebbal,1344.0,2.0,1.0,108.0,2
2931,Hebbal,1255.0,2.0,1.0,90.0,3
2932,Hebbal,1255.0,3.0,2.0,77.68,3
2933,Hebbal,1138.0,2.0,1.0,110.0,2
2934,Hebbal,2790.0,5.0,3.0,204.0,4
2935,Hebbal,1088.0,2.0,2.0,62.0,2
2936,Hebbal,1987.0,4.0,2.0,165.0,3
2937,Hebbal,2790.0,5.0,3.0,198.0,4
2938,Hebbal,1299.0,2.0,1.0,100.0,2
2939,Hebbal,1200.0,2.0,1.0,60.0,2
2940,Hebbal,1645.0,3.0,2.0,117.0,3
2941,Hebbal,1390.0,2.0,2.0,95.0,2
2942,Hebbal,1333.0,2.0,1.0,100.0,2
2943,Hebbal,1355.0,3.0,2.0,83.87,3
2944,Hebbal,2650.0,4.0,3.0,199.0,3
2945,Hebbal,1800.0,3.0,2.0,140.0,3
2946,Hebbal,1860.0,3.0,2.0,95.0,3
2947,Hebbal,2470.0,4.0,2.0,203.0,4
2948,Hebbal,1255.0,2.0,1.0,95.0,3
2949,Hebbal,1333.0,2.0,1.0,104.0,2
2950,Hebbal,1645.0,3.0,2.0,117.0,3
2951,Hebbal,2600.0,3.0,2.0,199.0,3
2952,Hebbal,1345.0,2.0,1.0,97.0,2
2953,Hebbal,1110.0,3.0,3.0,59.0,3
2954,Hebbal,985.0,2.0,2.0,62.0,2
2955,Hebbal,1320.0,2.0,1.0,91.0,2
2956,Hebbal,2388.0,3.0,1.0,195.0,3
2957,Hebbal,1040.0,2.0,1.0,55.0,2
2958,Hebbal,1315.0,3.0,3.0,65.0,3
2959,Hebbal,2600.0,3.0,2.0,195.0,3
2960,Hebbal,2630.0,5.0,0.0,188.0,4
2961,Hebbal,2790.0,5.0,3.0,198.0,4
2962,Hebbal,1645.0,3.0,2.0,113.0,3
2963,Hebbal,1355.0,3.0,2.0,83.87,3
2964,Hebbal,1420.0,2.0,1.0,99.39,2
2965,Hebbal,1590.0,3.0,2.0,96.0,3
2966,Hebbal,3520.0,5.0,2.0,320.0,3
2967,Hebbal,1162.0,2.0,1.0,69.0,2
2968,Hebbal,1100.0,2.0,1.0,60.0,2
2969,Hebbal,4235.0,5.0,3.0,364.0,4
2970,Hebbal,1299.0,2.0,1.0,97.0,2
2971,Hebbal,1255.0,3.0,2.0,77.68,3
2972,Hebbal,2470.0,5.0,2.0,192.0,4
2973,Hebbal,1645.0,3.0,2.0,117.0,3
2974,Hebbal,1920.0,3.0,2.0,134.0,3
2975,Hebbal,3520.0,5.0,2.0,240.0,3
2976,Hebbal,1920.0,3.0,2.0,150.0,3
2977,Hebbal,2375.0,4.0,2.0,189.0,4
2978,Hebbal,1420.0,2.0,1.0,99.26,2
2979,Hebbal,1252.0,2.0,1.0,92.0,2
2980,Hebbal,2790.0,4.0,3.0,198.0,4
2981,Hebbal,1162.0,2.0,1.0,59.0,2
2982,Hebbal,1294.0,2.0,1.0,115.0,2
2983,Hebbal,4225.0,6.0,0.0,359.0,4
2984,Hebbal,1150.0,2.0,1.0,57.0,2
2985,Hebbal,1740.0,2.0,1.0,137.0,3
2986,Hebbal,1430.0,3.0,1.0,85.0,3
2987,Hebbal,1662.0,3.0,2.0,155.0,3
2988,Hebbal,2250.0,3.0,2.0,219.0,3
2989,Hebbal,1349.0,2.0,1.0,98.0,2
2990,Hebbal,4000.0,6.0,1.0,370.0,4
2991,Hebbal,1349.0,2.0,1.0,96.8,2
2992,Hebbal Kempapura,1700.0,3.0,2.0,155.0,3
2993,Hebbal Kempapura,1800.0,3.0,2.0,175.0,3
2994,Hebbal Kempapura,2900.0,4.0,2.0,300.0,3
2995,Hebbal Kempapura,3522.0,3.0,2.0,380.0,3
2996,Hebbal Kempapura,2280.0,5.0,2.0,200.0,5
2997,Hebbal Kempapura,1200.0,2.0,1.0,125.0,2
2998,Hebbal Kempapura,2900.0,4.0,2.0,240.0,3
2999,Hebbal Kempapura,3900.0,5.0,2.0,360.0,4
3000,Hebbal Kempapura,1300.0,2.0,2.0,102.0,2
3001,Hebbal Kempapura,1466.0,2.0,3.0,140.0,3
3002,Hebbal Kempapura,3900.0,5.0,2.0,310.0,4
3003,Hebbal Kempapura,1725.0,2.0,1.0,165.0,3
3004,Hebbal Kempapura,1200.0,3.0,2.0,125.0,3
3005,Hebbal Kempapura,3408.0,3.0,3.0,260.0,3
3006,Hebbal Kempapura,1485.0,3.0,3.0,132.0,2
3007,Hebbal Kempapura,1400.0,2.0,2.0,108.0,2
3008,Hebbal Kempapura,1800.0,3.0,3.0,150.0,3
3009,Hebbal Kempapura,2400.0,5.0,2.0,200.0,5
3010,Hebbal Kempapura,2800.0,5.0,1.0,220.0,5
3011,Hebbal Kempapura,1785.0,3.0,0.0,165.0,3
3012,Hebbal Kempapura,3729.0,4.0,2.0,384.0,4
3013,Hebbal Kempapura,1600.0,3.0,3.0,170.0,3
3014,Hebbal Kempapura,1730.0,3.0,2.0,175.0,3
3015,Hebbal Kempapura,2485.0,4.0,2.0,198.0,4
3016,Hegde Nagar,1569.0,3.0,1.0,101.0,3
3017,Hegde Nagar,3000.0,7.0,2.0,210.0,6
3018,Hegde Nagar,2026.0,3.0,2.0,132.0,3
3019,Hegde Nagar,1801.0,3.0,2.0,115.0,3
3020,Hegde Nagar,1050.0,1.0,2.0,56.0,2
3021,Hegde Nagar,1341.0,2.0,1.0,97.0,2
3022,Hegde Nagar,2112.95,4.0,2.0,145.0,3
3023,Hegde Nagar,1200.0,4.0,1.0,83.0,4
3024,Hegde Nagar,1703.0,3.0,2.0,113.0,3
3025,Hegde Nagar,1570.0,3.0,1.0,105.0,3
3026,Hegde Nagar,1801.0,3.0,2.0,140.0,3
3027,Hegde Nagar,1584.01,3.0,1.0,103.0,3
3028,Hegde Nagar,1965.0,4.0,2.0,125.0,3
3029,Hegde Nagar,1200.0,2.0,0.0,75.0,2
3030,Hegde Nagar,1847.0,3.0,2.0,135.0,3
3031,Hegde Nagar,1965.0,4.0,2.0,132.0,3
3032,Hegde Nagar,1703.0,3.0,2.0,125.0,3
3033,Hegde Nagar,1847.0,3.0,2.0,125.0,3
3034,Hegde Nagar,2144.6,4.0,2.0,145.0,3
3035,Hegde Nagar,1718.0,3.0,2.0,119.0,3
3036,Hegde Nagar,1847.0,3.0,2.0,123.0,3
3037,Hegde Nagar,1340.0,2.0,2.0,72.0,2
3038,Hegde Nagar,2087.01,3.0,2.0,115.0,3
3039,Hegde Nagar,1703.0,3.0,2.0,130.0,3
3040,Hegde Nagar,2087.01,4.0,2.0,135.0,3
3041,Hegde Nagar,1718.0,3.0,2.0,130.0,3
3042,Hegde Nagar,1884.0,4.0,2.0,118.0,3
3043,Hegde Nagar,1930.0,4.0,2.0,122.0,3
3044,Hegde Nagar,1584.01,3.0,1.0,104.0,3
3045,Hegde Nagar,1168.0,2.0,1.0,68.0,3
3046,Hegde Nagar,2162.03,4.0,2.0,129.0,3
3047,Hegde Nagar,2087.01,4.0,2.0,160.0,3
3048,Hegde Nagar,1000.0,2.0,0.0,66.0,2
3049,Hegde Nagar,1348.0,2.0,2.0,80.5,3
3050,Hennur,1075.0,2.0,1.0,52.0,2
3051,Hennur,1255.0,2.0,1.0,52.32,2
3052,Hennur,1225.0,2.0,1.0,57.0,2
3053,Hennur,1255.0,2.0,1.0,57.5,2
3054,Hennur,1259.0,2.0,2.0,57.0,2
3055,Hennur,1255.0,2.0,2.0,53.5,2
3056,Hennur,1285.0,2.0,1.0,60.0,2
3057,Hennur,1285.0,2.0,1.0,60.0,2
3058,Hennur,1100.0,2.0,1.0,60.0,2
3059,Hennur,1231.0,2.0,2.0,48.0,2
3060,Hennur,1255.0,2.0,1.0,58.0,2
3061,Hennur,1040.0,2.0,2.0,42.12,2
3062,Hennur,1255.0,2.0,1.0,54.5,2
3063,Hennur,1041.0,2.0,2.0,40.6,2
3064,Hennur,1340.0,3.0,2.0,54.24,3
3065,Hennur,1255.0,2.0,1.0,55.5,2
3066,Hennur,1260.0,2.0,2.0,52.0,3
3067,Hennur,1231.0,2.0,2.0,50.0,2
3068,Hennur,2500.0,5.0,2.0,125.0,5
3069,Hennur,1160.0,2.0,1.0,49.0,2
3070,Hennur,2400.0,3.0,2.0,135.0,3
3071,Hennur,1255.0,2.0,2.0,53.5,2
3072,Hennur,1255.0,2.0,2.0,55.5,2
3073,Hennur,1100.0,2.0,1.0,44.55,2
3074,Hennur,1255.0,2.0,1.0,57.5,2
3075,Hennur,960.0,2.0,1.0,48.0,2
3076,Hennur,1020.0,2.0,1.0,48.0,2
3077,Hennur,1255.0,2.0,1.0,52.32,2
3078,Hennur,1295.0,2.0,1.0,64.0,2
3079,Hennur,1935.0,3.0,2.0,102.0,3
3080,Hennur,1655.0,2.0,1.0,70.5,3
3081,Hennur,1345.0,2.0,1.0,69.0,3
3082,Hennur,1255.0,2.0,1.0,58.0,2
3083,Hennur,1420.0,2.0,1.0,62.0,2
3084,Hennur,1155.0,2.0,2.0,54.5,2
3085,Hennur,1255.0,2.0,1.0,52.32,2
3086,Hennur,1255.0,2.0,2.0,52.35,2
3087,Hennur,3517.0,2.0,2.0,161.5,4
3088,Hennur,1340.0,2.0,2.0,54.27,3
3089,Hennur,1255.0,2.0,2.0,54.5,2
3090,Hennur,1830.0,2.0,3.0,113.0,3
3091,Hennur,1830.5,3.0,0.0,84.205,3
3092,Hennur,1255.0,2.0,1.0,55.5,2
3093,Hennur,1255.0,2.0,1.0,53.57,2
3094,Hennur,1255.0,2.0,2.0,56.5,2
3095,Hennur,1050.0,2.0,2.0,42.73,2
3096,Hennur,1295.0,2.0,1.0,62.0,2
3097,Hennur Road,2089.0,3.0,2.0,140.0,3
3098,Hennur Road,3203.5,2.0,2.0,224.5,4
3099,Hennur Road,5000.0,8.0,2.0,250.0,8
3100,Hennur Road,1385.0,2.0,1.0,83.09,2
3101,Hennur Road,1317.5,2.0,0.0,63.77,2
3102,Hennur Road,1500.0,2.0,2.0,62.0,3
3103,Hennur Road,2264.0,3.0,1.0,159.0,3
3104,Hennur Road,1157.0,2.0,1.0,84.0,2
3105,Hennur Road,1904.0,3.0,2.0,120.0,3
3106,Hennur Road,1891.0,3.0,1.0,109.0,3
3107,Hennur Road,1561.0,3.0,2.0,95.0,3
3108,Hennur Road,1192.0,2.0,1.0,60.0,3
3109,Hennur Road,2060.0,3.0,1.0,149.0,3
3110,Hennur Road,1482.0,2.0,1.0,92.0,3
3111,Hennur Road,1232.0,2.0,2.0,89.0,2
3112,Hennur Road,1065.0,2.0,1.0,42.6,2
3113,Hennur Road,1482.0,2.0,2.0,83.73,3
3114,Hennur Road,1482.0,2.0,1.0,87.0,3
3115,Hennur Road,1891.0,3.0,1.0,139.0,3
3116,Hennur Road,1703.0,3.0,2.0,101.0,3
3117,Hennur Road,1232.0,2.0,0.0,69.61,2
3118,Hennur Road,987.0,2.0,1.0,49.0,2
3119,Hennur Road,1804.0,3.0,2.0,102.0,3
3120,Hennur Road,2160.0,3.0,2.0,160.0,3
3121,Hennur Road,1186.0,2.0,1.0,63.0,3
3122,Hennur Road,1680.0,3.0,2.0,99.27,3
3123,Hennur Road,1065.0,2.0,1.0,42.6,2
3124,Hennur Road,1385.0,2.0,1.0,83.09,2
3125,Hennur Road,1186.0,2.0,1.0,56.0,3
3126,Hennur Road,2350.0,3.0,2.0,174.0,3
3127,Hennur Road,1586.0,3.0,3.0,93.94,3
3128,Hennur Road,1975.0,3.0,3.0,123.0,3
3129,Hennur Road,1664.0,2.0,2.0,93.865,3
3130,Hennur Road,1290.0,2.0,1.0,94.5,3
3131,Hennur Road,901.0,2.0,1.0,49.5,2
3132,Hennur Road,1445.0,3.0,1.0,86.56,3
3133,Hennur Road,1482.0,2.0,3.0,97.0,3
3134,Hennur Road,1182.0,2.0,2.0,82.5,2
3135,Hennur Road,1192.0,2.0,1.0,62.0,3
3136,Hennur Road,1036.0,2.0,1.0,59.46,2
3137,Hennur Road,1891.0,3.0,1.0,109.0,3
3138,Hennur Road,1232.0,2.0,1.0,69.61,2
3139,Hennur Road,1804.0,3.0,2.0,102.0,3
3140,Hennur Road,2320.0,3.0,2.0,170.0,3
3141,Hennur Road,1936.0,3.0,1.0,118.0,3
3142,Hennur Road,1480.0,2.0,2.0,65.0,2
3143,Hennur Road,1590.0,3.0,2.0,96.5,3
3144,Hennur Road,1445.0,2.0,1.0,105.0,3
3145,Hennur Road,1036.0,2.0,1.0,59.45,2
3146,Hennur Road,1832.0,3.0,1.0,125.0,3
3147,Hennur Road,1359.0,2.0,2.0,104.0,2
3148,Hennur Road,1341.0,2.0,1.0,75.76,2
3149,Hennur Road,1040.0,2.0,2.0,50.0,2
3150,Hennur Road,1685.0,3.0,2.0,95.0,3
3151,Hennur Road,1414.0,2.0,2.0,84.18,2
3152,Hennur Road,1949.0,3.0,1.0,133.0,3
3153,Hennur Road,1232.0,2.0,2.0,89.0,2
3154,Hennur Road,1250.0,2.0,1.0,77.88,3
3155,Hennur Road,2502.0,4.0,2.0,180.0,4
3156,Hennur Road,1831.0,3.0,1.0,110.0,3
3157,Hennur Road,1232.0,2.0,1.0,87.0,2
3158,Hennur Road,1232.0,2.0,1.0,74.0,2
3159,Hennur Road,1232.0,2.0,1.0,66.0,2
3160,Hennur Road,1341.0,2.0,1.0,95.0,2
3161,Hennur Road,2700.0,3.0,2.0,150.0,3
3162,Hennur Road,1232.0,2.0,1.0,88.0,2
3163,Hennur Road,2365.0,4.0,2.0,175.0,3
3164,Hennur Road,1310.0,2.0,1.0,66.0,2
3165,Hennur Road,1552.0,3.0,3.0,75.0,3
3166,Hennur Road,1015.0,2.0,2.0,50.0,2
3167,Hennur Road,1186.0,2.0,2.0,55.33,3
3168,Hennur Road,2264.0,3.0,2.0,168.0,3
3169,Hennur Road,2002.0,3.0,2.0,120.0,3
3170,Hennur Road,1232.0,2.0,1.0,69.6,2
3171,Hennur Road,1195.0,2.0,2.0,73.0,2
3172,Hennur Road,1020.0,2.0,3.0,47.0,2
3173,Hennur Road,5100.0,6.0,3.0,375.0,5
3174,Hennur Road,1061.0,2.0,1.0,54.92,2
3175,Hennur Road,1585.0,2.0,3.0,80.0,3
3176,Hennur Road,1020.0,2.0,0.0,45.0,2
3177,Hennur Road,2041.0,3.0,3.0,128.0,3
3178,Hennur Road,1232.0,2.0,1.0,87.0,2
3179,Hennur Road,1066.0,2.0,1.0,52.23,2
3180,Hennur Road,973.0,2.0,1.0,56.0,2
3181,Hennur Road,1255.0,2.0,1.0,84.0,2
3182,Hennur Road,1232.0,2.0,1.0,83.0,2
3183,Hennur Road,1832.0,3.0,1.0,116.0,3
3184,Hennur Road,2050.0,3.0,2.0,120.0,3
3185,Hennur Road,1445.0,2.0,2.0,86.69,3
3186,Hennur Road,1445.0,2.0,1.0,83.0,3
3187,Hennur Road,1679.0,3.0,2.0,94.86,3
3188,Hennur Road,1482.0,2.0,1.0,68.9,3
3189,Hennur Road,1654.0,3.0,2.0,97.8,3
3190,Hennur Road,1480.0,3.0,2.0,100.0,3
3191,Hennur Road,1450.0,3.0,1.0,88.6,3
3192,Hennur Road,1155.0,2.0,1.0,69.18,2
3193,Hennur Road,1053.0,2.0,1.0,53.0,2
3194,Hennur Road,1195.0,2.0,2.0,59.0,2
3195,Hennur Road,1904.0,3.0,2.0,129.0,3
3196,Hennur Road,1981.0,3.0,1.0,134.0,3
3197,Hennur Road,1155.0,2.0,1.0,69.18,2
3198,Hennur Road,2000.0,4.0,0.0,90.0,4
3199,Hennur Road,1590.0,3.0,2.0,105.0,3
3200,Hennur Road,2041.0,3.0,3.0,138.0,3
3201,Hennur Road,1100.0,2.0,1.0,78.0,3
3202,Hennur Road,1880.0,4.0,0.0,154.0,4
3203,Hennur Road,1232.0,2.0,1.0,69.61,2
3204,Hennur Road,1748.0,3.0,2.0,103.0,3
3205,Hennur Road,1460.0,2.0,1.0,80.3,2
3206,Hennur Road,1570.0,3.0,0.0,75.99,3
3207,Hennur Road,1933.0,3.0,2.0,140.0,3
3208,Hennur Road,1030.0,2.0,1.0,46.5,2
3209,Hennur Road,1232.0,2.0,1.0,69.61,2
3210,Hennur Road,1450.0,3.0,2.0,79.0,3
3211,Hennur Road,1445.0,2.0,1.0,89.56,3
3212,Hennur Road,973.0,2.0,1.0,50.74,2
3213,Hennur Road,1482.0,2.0,1.0,83.73,3
3214,Hennur Road,1305.0,2.0,1.0,77.0,3
3215,Hennur Road,1672.0,3.0,2.0,86.0,3
3216,Hennur Road,1165.0,2.0,1.0,67.0,2
3217,Hennur Road,980.0,2.0,1.0,51.0,2
3218,Hennur Road,1232.0,2.0,1.0,80.0,2
3219,Hennur Road,1085.0,2.0,1.0,43.4,2
3220,Hennur Road,950.0,2.0,1.0,55.0,2
3221,Hennur Road,1140.0,2.0,2.0,56.0,2
3222,Hennur Road,1891.0,3.0,1.0,110.0,3
3223,Hennur Road,1735.0,3.0,3.0,78.0,3
3224,Hennur Road,1470.0,2.0,1.0,75.0,3
3225,Hennur Road,1165.0,2.0,1.0,52.0,2
3226,Hennur Road,1450.0,2.0,2.0,80.0,2
3227,Hennur Road,1155.0,2.0,1.0,69.18,2
3228,Hennur Road,1936.0,3.0,1.0,131.0,3
3229,Hoodi,985.0,2.0,2.0,67.0,2
3230,Hoodi,1715.0,2.0,2.0,95.0,3
3231,Hoodi,2118.0,4.0,2.0,111.0,4
3232,Hoodi,1425.0,2.0,2.0,80.0,2
3233,Hoodi,1420.0,2.0,2.0,75.0,2
3234,Hoodi,1639.0,3.0,2.0,110.0,3
3235,Hoodi,1606.0,3.0,3.0,89.55,3
3236,Hoodi,1639.0,3.0,1.0,98.32,3
3237,Hoodi,2090.0,4.0,0.0,95.1,4
3238,Hoodi,2863.0,4.0,1.0,140.0,4
3239,Hoodi,1512.0,3.0,2.0,75.77,3
3240,Hoodi,1026.0,2.0,1.0,60.87,2
3241,Hoodi,1050.0,2.0,2.0,50.0,2
3242,Hoodi,1400.0,2.0,1.0,78.0,2
3243,Hoodi,2400.0,5.0,2.0,160.0,5
3244,Hoodi,1196.0,2.0,0.0,71.74,2
3245,Hoodi,1553.0,3.0,2.0,83.09,3
3246,Hoodi,1500.0,2.0,1.0,84.0,2
3247,Hoodi,1055.0,2.0,1.0,57.63,2
3248,Hoodi,1925.0,2.0,3.0,114.0,3
3249,Hoodi,1400.0,2.0,1.0,82.0,2
